Biosample term name	File accession	File download URL
posterior cingulate gyrus	ENCFF350XOO	https://www.encodeproject.org/files/ENCFF350XOO/@@download/ENCFF350XOO.bam
head of caudate nucleus	ENCFF532RHY	https://www.encodeproject.org/files/ENCFF532RHY/@@download/ENCFF532RHY.bam
head of caudate nucleus	ENCFF673GSK	https://www.encodeproject.org/files/ENCFF673GSK/@@download/ENCFF673GSK.bam
head of caudate nucleus	ENCFF069SVP	https://www.encodeproject.org/files/ENCFF069SVP/@@download/ENCFF069SVP.bam
middle frontal area 46	ENCFF684IJP	https://www.encodeproject.org/files/ENCFF684IJP/@@download/ENCFF684IJP.bam
middle frontal area 46	ENCFF841EMR	https://www.encodeproject.org/files/ENCFF841EMR/@@download/ENCFF841EMR.bam
head of caudate nucleus	ENCFF034AEG	https://www.encodeproject.org/files/ENCFF034AEG/@@download/ENCFF034AEG.bam
RPMI8226	ENCFF245DSZ	https://www.encodeproject.org/files/ENCFF245DSZ/@@download/ENCFF245DSZ.bam
head of caudate nucleus	ENCFF405WLQ	https://www.encodeproject.org/files/ENCFF405WLQ/@@download/ENCFF405WLQ.bam
posterior cingulate gyrus	ENCFF057ZVQ	https://www.encodeproject.org/files/ENCFF057ZVQ/@@download/ENCFF057ZVQ.bam
pons	ENCFF839GGU	https://www.encodeproject.org/files/ENCFF839GGU/@@download/ENCFF839GGU.bam
HL-60	ENCFF184FXC,ENCFF489QRI	https://www.encodeproject.org/files/ENCFF184FXC/@@download/ENCFF184FXC.bam
HL-60	ENCFF184FXC,ENCFF489QRI	https://www.encodeproject.org/files/ENCFF489QRI/@@download/ENCFF489QRI.bam
WERI-Rb-1	ENCFF775QRT,ENCFF608FHD	https://www.encodeproject.org/files/ENCFF775QRT/@@download/ENCFF775QRT.bam
WERI-Rb-1	ENCFF775QRT,ENCFF608FHD	https://www.encodeproject.org/files/ENCFF608FHD/@@download/ENCFF608FHD.bam
left ventricle myocardium inferior	ENCFF570JPA	https://www.encodeproject.org/files/ENCFF570JPA/@@download/ENCFF570JPA.bam
lower lobe of left lung	ENCFF368VTG	https://www.encodeproject.org/files/ENCFF368VTG/@@download/ENCFF368VTG.bam
T-helper 2 cell	ENCFF564WSE	https://www.encodeproject.org/files/ENCFF564WSE/@@download/ENCFF564WSE.bam
T-cell	ENCFF849YAY	https://www.encodeproject.org/files/ENCFF849YAY/@@download/ENCFF849YAY.bam
central memory CD4-positive, alpha-beta T cell	ENCFF433UGD	https://www.encodeproject.org/files/ENCFF433UGD/@@download/ENCFF433UGD.bam
CD8-positive, alpha-beta T cell	ENCFF866CAU	https://www.encodeproject.org/files/ENCFF866CAU/@@download/ENCFF866CAU.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF575XTM	https://www.encodeproject.org/files/ENCFF575XTM/@@download/ENCFF575XTM.bam
T-cell	ENCFF885IHN	https://www.encodeproject.org/files/ENCFF885IHN/@@download/ENCFF885IHN.bam
placenta	ENCFF734XGU	https://www.encodeproject.org/files/ENCFF734XGU/@@download/ENCFF734XGU.bam
activated CD4-positive, alpha-beta T cell	ENCFF984GPN	https://www.encodeproject.org/files/ENCFF984GPN/@@download/ENCFF984GPN.bam
activated CD4-positive, alpha-beta T cell	ENCFF395ECC	https://www.encodeproject.org/files/ENCFF395ECC/@@download/ENCFF395ECC.bam
activated T-cell	ENCFF189GMJ	https://www.encodeproject.org/files/ENCFF189GMJ/@@download/ENCFF189GMJ.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF068XXS	https://www.encodeproject.org/files/ENCFF068XXS/@@download/ENCFF068XXS.bam
activated CD4-positive, alpha-beta T cell	ENCFF045VFQ	https://www.encodeproject.org/files/ENCFF045VFQ/@@download/ENCFF045VFQ.bam
CD4-positive, alpha-beta T cell	ENCFF779DJR	https://www.encodeproject.org/files/ENCFF779DJR/@@download/ENCFF779DJR.bam
activated CD4-positive, alpha-beta T cell	ENCFF403HUH	https://www.encodeproject.org/files/ENCFF403HUH/@@download/ENCFF403HUH.bam
activated CD4-positive, alpha-beta T cell	ENCFF009EYJ	https://www.encodeproject.org/files/ENCFF009EYJ/@@download/ENCFF009EYJ.bam
T-cell	ENCFF068XYO	https://www.encodeproject.org/files/ENCFF068XYO/@@download/ENCFF068XYO.bam
CD4-positive, alpha-beta T cell	ENCFF116DFW	https://www.encodeproject.org/files/ENCFF116DFW/@@download/ENCFF116DFW.bam
CD8-positive, alpha-beta T cell	ENCFF008LDL	https://www.encodeproject.org/files/ENCFF008LDL/@@download/ENCFF008LDL.bam
T-cell	ENCFF779TNJ	https://www.encodeproject.org/files/ENCFF779TNJ/@@download/ENCFF779TNJ.bam
T-cell	ENCFF582EHU	https://www.encodeproject.org/files/ENCFF582EHU/@@download/ENCFF582EHU.bam
activated CD4-positive, alpha-beta T cell	ENCFF233TFQ	https://www.encodeproject.org/files/ENCFF233TFQ/@@download/ENCFF233TFQ.bam
regulatory T cell	ENCFF277FIM	https://www.encodeproject.org/files/ENCFF277FIM/@@download/ENCFF277FIM.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF252RFR	https://www.encodeproject.org/files/ENCFF252RFR/@@download/ENCFF252RFR.bam
activated CD4-positive, alpha-beta T cell	ENCFF695FAP	https://www.encodeproject.org/files/ENCFF695FAP/@@download/ENCFF695FAP.bam
CD4-positive, alpha-beta T cell	ENCFF961CDD	https://www.encodeproject.org/files/ENCFF961CDD/@@download/ENCFF961CDD.bam
activated CD4-positive, alpha-beta T cell	ENCFF210AGY	https://www.encodeproject.org/files/ENCFF210AGY/@@download/ENCFF210AGY.bam
T-cell	ENCFF042QFS	https://www.encodeproject.org/files/ENCFF042QFS/@@download/ENCFF042QFS.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF765TTT	https://www.encodeproject.org/files/ENCFF765TTT/@@download/ENCFF765TTT.bam
activated T-cell	ENCFF327FOR	https://www.encodeproject.org/files/ENCFF327FOR/@@download/ENCFF327FOR.bam
left lung	ENCFF788WSX	https://www.encodeproject.org/files/ENCFF788WSX/@@download/ENCFF788WSX.bam
CD8-positive, alpha-beta T cell	ENCFF523JBQ	https://www.encodeproject.org/files/ENCFF523JBQ/@@download/ENCFF523JBQ.bam
A549	ENCFF937BFS,ENCFF287FKK,ENCFF681EYE,ENCFF064MSU	https://www.encodeproject.org/files/ENCFF937BFS/@@download/ENCFF937BFS.bam
A549	ENCFF937BFS,ENCFF287FKK,ENCFF681EYE,ENCFF064MSU	https://www.encodeproject.org/files/ENCFF287FKK/@@download/ENCFF287FKK.bam
A549	ENCFF937BFS,ENCFF287FKK,ENCFF681EYE,ENCFF064MSU	https://www.encodeproject.org/files/ENCFF681EYE/@@download/ENCFF681EYE.bam
A549	ENCFF937BFS,ENCFF287FKK,ENCFF681EYE,ENCFF064MSU	https://www.encodeproject.org/files/ENCFF064MSU/@@download/ENCFF064MSU.bam
A549	ENCFF215ZJQ,ENCFF037NDD,ENCFF548VIM,ENCFF633PXA	https://www.encodeproject.org/files/ENCFF215ZJQ/@@download/ENCFF215ZJQ.bam
A549	ENCFF215ZJQ,ENCFF037NDD,ENCFF548VIM,ENCFF633PXA	https://www.encodeproject.org/files/ENCFF037NDD/@@download/ENCFF037NDD.bam
A549	ENCFF215ZJQ,ENCFF037NDD,ENCFF548VIM,ENCFF633PXA	https://www.encodeproject.org/files/ENCFF548VIM/@@download/ENCFF548VIM.bam
A549	ENCFF215ZJQ,ENCFF037NDD,ENCFF548VIM,ENCFF633PXA	https://www.encodeproject.org/files/ENCFF633PXA/@@download/ENCFF633PXA.bam
kidney capillary endothelial cell	ENCFF566YML	https://www.encodeproject.org/files/ENCFF566YML/@@download/ENCFF566YML.bam
NCI-H929	ENCFF042UCN,ENCFF339FTF	https://www.encodeproject.org/files/ENCFF042UCN/@@download/ENCFF042UCN.bam
NCI-H929	ENCFF042UCN,ENCFF339FTF	https://www.encodeproject.org/files/ENCFF339FTF/@@download/ENCFF339FTF.bam
right lobe of liver	ENCFF983VUH	https://www.encodeproject.org/files/ENCFF983VUH/@@download/ENCFF983VUH.bam
pancreas	ENCFF785YFT	https://www.encodeproject.org/files/ENCFF785YFT/@@download/ENCFF785YFT.bam
CD4-positive, alpha-beta T cell	ENCFF954CKW	https://www.encodeproject.org/files/ENCFF954CKW/@@download/ENCFF954CKW.bam
left colon	ENCFF814BSM	https://www.encodeproject.org/files/ENCFF814BSM/@@download/ENCFF814BSM.bam
heart right ventricle	ENCFF129XZY	https://www.encodeproject.org/files/ENCFF129XZY/@@download/ENCFF129XZY.bam
heart left ventricle	ENCFF774IGM	https://www.encodeproject.org/files/ENCFF774IGM/@@download/ENCFF774IGM.bam
pancreas	ENCFF282OJH	https://www.encodeproject.org/files/ENCFF282OJH/@@download/ENCFF282OJH.bam
HAP-1	ENCFF884HBE,ENCFF258YTI	https://www.encodeproject.org/files/ENCFF884HBE/@@download/ENCFF884HBE.bam
HAP-1	ENCFF884HBE,ENCFF258YTI	https://www.encodeproject.org/files/ENCFF258YTI/@@download/ENCFF258YTI.bam
small intestine	ENCFF058UUA	https://www.encodeproject.org/files/ENCFF058UUA/@@download/ENCFF058UUA.bam
left lung	ENCFF885VDJ	https://www.encodeproject.org/files/ENCFF885VDJ/@@download/ENCFF885VDJ.bam
left lung	ENCFF667CIC	https://www.encodeproject.org/files/ENCFF667CIC/@@download/ENCFF667CIC.bam
posterior cingulate gyrus	ENCFF024AAS	https://www.encodeproject.org/files/ENCFF024AAS/@@download/ENCFF024AAS.bam
hematopoietic multipotent progenitor cell	ENCFF551DAJ	https://www.encodeproject.org/files/ENCFF551DAJ/@@download/ENCFF551DAJ.bam
middle frontal area 46	ENCFF498RMX	https://www.encodeproject.org/files/ENCFF498RMX/@@download/ENCFF498RMX.bam
AG20443	ENCFF529VPM	https://www.encodeproject.org/files/ENCFF529VPM/@@download/ENCFF529VPM.bam
hepatocyte	ENCFF071UJW	https://www.encodeproject.org/files/ENCFF071UJW/@@download/ENCFF071UJW.bam
GM12892	ENCFF674CWG	https://www.encodeproject.org/files/ENCFF674CWG/@@download/ENCFF674CWG.bam
SK-N-DZ	ENCFF112ZGM,ENCFF399MPN	https://www.encodeproject.org/files/ENCFF112ZGM/@@download/ENCFF112ZGM.bam
SK-N-DZ	ENCFF112ZGM,ENCFF399MPN	https://www.encodeproject.org/files/ENCFF399MPN/@@download/ENCFF399MPN.bam
myocyte	ENCFF517TZQ	https://www.encodeproject.org/files/ENCFF517TZQ/@@download/ENCFF517TZQ.bam
Ishikawa	ENCFF105SCS	https://www.encodeproject.org/files/ENCFF105SCS/@@download/ENCFF105SCS.bam
IMR-90	ENCFF618FFB	https://www.encodeproject.org/files/ENCFF618FFB/@@download/ENCFF618FFB.bam
thymus	ENCFF865ZQX	https://www.encodeproject.org/files/ENCFF865ZQX/@@download/ENCFF865ZQX.bam
fibroblast of skin of right biceps	ENCFF623ERH	https://www.encodeproject.org/files/ENCFF623ERH/@@download/ENCFF623ERH.bam
posterior cingulate gyrus	ENCFF901SBR	https://www.encodeproject.org/files/ENCFF901SBR/@@download/ENCFF901SBR.bam
foreskin fibroblast	ENCFF487RHE	https://www.encodeproject.org/files/ENCFF487RHE/@@download/ENCFF487RHE.bam
T-helper 2 cell	ENCFF740XMF	https://www.encodeproject.org/files/ENCFF740XMF/@@download/ENCFF740XMF.bam
D341Med	ENCFF550SER	https://www.encodeproject.org/files/ENCFF550SER/@@download/ENCFF550SER.bam
left kidney	ENCFF944OLK	https://www.encodeproject.org/files/ENCFF944OLK/@@download/ENCFF944OLK.bam
iPS-NIHi11	ENCFF689MGG	https://www.encodeproject.org/files/ENCFF689MGG/@@download/ENCFF689MGG.bam
A549	ENCFF177ONC,ENCFF396TBK,ENCFF067NET,ENCFF382SDZ	https://www.encodeproject.org/files/ENCFF177ONC/@@download/ENCFF177ONC.bam
A549	ENCFF177ONC,ENCFF396TBK,ENCFF067NET,ENCFF382SDZ	https://www.encodeproject.org/files/ENCFF396TBK/@@download/ENCFF396TBK.bam
A549	ENCFF177ONC,ENCFF396TBK,ENCFF067NET,ENCFF382SDZ	https://www.encodeproject.org/files/ENCFF067NET/@@download/ENCFF067NET.bam
A549	ENCFF177ONC,ENCFF396TBK,ENCFF067NET,ENCFF382SDZ	https://www.encodeproject.org/files/ENCFF382SDZ/@@download/ENCFF382SDZ.bam
A549	ENCFF271AAE,ENCFF702KRA,ENCFF539LZP,ENCFF081ZPV	https://www.encodeproject.org/files/ENCFF271AAE/@@download/ENCFF271AAE.bam
A549	ENCFF271AAE,ENCFF702KRA,ENCFF539LZP,ENCFF081ZPV	https://www.encodeproject.org/files/ENCFF702KRA/@@download/ENCFF702KRA.bam
A549	ENCFF271AAE,ENCFF702KRA,ENCFF539LZP,ENCFF081ZPV	https://www.encodeproject.org/files/ENCFF539LZP/@@download/ENCFF539LZP.bam
A549	ENCFF271AAE,ENCFF702KRA,ENCFF539LZP,ENCFF081ZPV	https://www.encodeproject.org/files/ENCFF081ZPV/@@download/ENCFF081ZPV.bam
lung	ENCFF018HHL,ENCFF716XRI	https://www.encodeproject.org/files/ENCFF018HHL/@@download/ENCFF018HHL.bam
lung	ENCFF018HHL,ENCFF716XRI	https://www.encodeproject.org/files/ENCFF716XRI/@@download/ENCFF716XRI.bam
posterior cingulate gyrus	ENCFF938DIU	https://www.encodeproject.org/files/ENCFF938DIU/@@download/ENCFF938DIU.bam
posterior cingulate gyrus	ENCFF940TNX	https://www.encodeproject.org/files/ENCFF940TNX/@@download/ENCFF940TNX.bam
head of caudate nucleus	ENCFF985ZCE	https://www.encodeproject.org/files/ENCFF985ZCE/@@download/ENCFF985ZCE.bam
H54	ENCFF887RRT	https://www.encodeproject.org/files/ENCFF887RRT/@@download/ENCFF887RRT.bam
SJSA1	ENCFF941LWY,ENCFF468DCR	https://www.encodeproject.org/files/ENCFF941LWY/@@download/ENCFF941LWY.bam
SJSA1	ENCFF941LWY,ENCFF468DCR	https://www.encodeproject.org/files/ENCFF468DCR/@@download/ENCFF468DCR.bam
cerebellar cortex	ENCFF440OZH	https://www.encodeproject.org/files/ENCFF440OZH/@@download/ENCFF440OZH.bam
GM19238	ENCFF141NCQ	https://www.encodeproject.org/files/ENCFF141NCQ/@@download/ENCFF141NCQ.bam
hematopoietic multipotent progenitor cell	ENCFF406WNO	https://www.encodeproject.org/files/ENCFF406WNO/@@download/ENCFF406WNO.bam
common myeloid progenitor, CD34-positive	ENCFF536VIM	https://www.encodeproject.org/files/ENCFF536VIM/@@download/ENCFF536VIM.bam
mesendoderm	ENCFF585KAH	https://www.encodeproject.org/files/ENCFF585KAH/@@download/ENCFF585KAH.bam
HFFc6	ENCFF260GYW	https://www.encodeproject.org/files/ENCFF260GYW/@@download/ENCFF260GYW.bam
NCI-H460	ENCFF117GRF	https://www.encodeproject.org/files/ENCFF117GRF/@@download/ENCFF117GRF.bam
suppressor macrophage	ENCFF164ZSY,ENCFF543WWQ	https://www.encodeproject.org/files/ENCFF164ZSY/@@download/ENCFF164ZSY.bam
suppressor macrophage	ENCFF164ZSY,ENCFF543WWQ	https://www.encodeproject.org/files/ENCFF543WWQ/@@download/ENCFF543WWQ.bam
K562	ENCFF987IUK	https://www.encodeproject.org/files/ENCFF987IUK/@@download/ENCFF987IUK.bam
urothelium cell line	ENCFF955LCQ	https://www.encodeproject.org/files/ENCFF955LCQ/@@download/ENCFF955LCQ.bam
ACHN	ENCFF347OEU	https://www.encodeproject.org/files/ENCFF347OEU/@@download/ENCFF347OEU.bam
K562	ENCFF651KVB	https://www.encodeproject.org/files/ENCFF651KVB/@@download/ENCFF651KVB.bam
CD8-positive, alpha-beta T cell	ENCFF565RJQ	https://www.encodeproject.org/files/ENCFF565RJQ/@@download/ENCFF565RJQ.bam
kidney tubule cell	ENCFF114BNX,ENCFF197WEU	https://www.encodeproject.org/files/ENCFF114BNX/@@download/ENCFF114BNX.bam
kidney tubule cell	ENCFF114BNX,ENCFF197WEU	https://www.encodeproject.org/files/ENCFF197WEU/@@download/ENCFF197WEU.bam
heart left ventricle	ENCFF967KZG	https://www.encodeproject.org/files/ENCFF967KZG/@@download/ENCFF967KZG.bam
A549	ENCFF101SSS,ENCFF332WAL,ENCFF974NNZ,ENCFF134NCO	https://www.encodeproject.org/files/ENCFF101SSS/@@download/ENCFF101SSS.bam
A549	ENCFF101SSS,ENCFF332WAL,ENCFF974NNZ,ENCFF134NCO	https://www.encodeproject.org/files/ENCFF332WAL/@@download/ENCFF332WAL.bam
A549	ENCFF101SSS,ENCFF332WAL,ENCFF974NNZ,ENCFF134NCO	https://www.encodeproject.org/files/ENCFF974NNZ/@@download/ENCFF974NNZ.bam
A549	ENCFF101SSS,ENCFF332WAL,ENCFF974NNZ,ENCFF134NCO	https://www.encodeproject.org/files/ENCFF134NCO/@@download/ENCFF134NCO.bam
GM20000	ENCFF587WEN	https://www.encodeproject.org/files/ENCFF587WEN/@@download/ENCFF587WEN.bam
HTR-8/SVneo	ENCFF740ABP	https://www.encodeproject.org/files/ENCFF740ABP/@@download/ENCFF740ABP.bam
posterior cingulate gyrus	ENCFF868TJA	https://www.encodeproject.org/files/ENCFF868TJA/@@download/ENCFF868TJA.bam
kidney	ENCFF737WEW	https://www.encodeproject.org/files/ENCFF737WEW/@@download/ENCFF737WEW.bam
Daoy	ENCFF837SRJ,ENCFF401DQF	https://www.encodeproject.org/files/ENCFF837SRJ/@@download/ENCFF837SRJ.bam
Daoy	ENCFF837SRJ,ENCFF401DQF	https://www.encodeproject.org/files/ENCFF401DQF/@@download/ENCFF401DQF.bam
retina	ENCFF068EKU	https://www.encodeproject.org/files/ENCFF068EKU/@@download/ENCFF068EKU.bam
urothelium cell line	ENCFF417VEK	https://www.encodeproject.org/files/ENCFF417VEK/@@download/ENCFF417VEK.bam
MG63	ENCFF597KGC,ENCFF438MPJ	https://www.encodeproject.org/files/ENCFF597KGC/@@download/ENCFF597KGC.bam
MG63	ENCFF597KGC,ENCFF438MPJ	https://www.encodeproject.org/files/ENCFF438MPJ/@@download/ENCFF438MPJ.bam
CD4-positive, alpha-beta T cell	ENCFF678VKB,ENCFF780QRC	https://www.encodeproject.org/files/ENCFF678VKB/@@download/ENCFF678VKB.bam
CD4-positive, alpha-beta T cell	ENCFF678VKB,ENCFF780QRC	https://www.encodeproject.org/files/ENCFF780QRC/@@download/ENCFF780QRC.bam
head of caudate nucleus	ENCFF084OOS	https://www.encodeproject.org/files/ENCFF084OOS/@@download/ENCFF084OOS.bam
H1	ENCFF188RKP	https://www.encodeproject.org/files/ENCFF188RKP/@@download/ENCFF188RKP.bam
fibroblast of gingiva	ENCFF177BYP	https://www.encodeproject.org/files/ENCFF177BYP/@@download/ENCFF177BYP.bam
D721Med	ENCFF271DNF	https://www.encodeproject.org/files/ENCFF271DNF/@@download/ENCFF271DNF.bam
COLO829	ENCFF746AXH	https://www.encodeproject.org/files/ENCFF746AXH/@@download/ENCFF746AXH.bam
IMR-90	ENCFF361OWP	https://www.encodeproject.org/files/ENCFF361OWP/@@download/ENCFF361OWP.bam
K562	ENCFF612AHB	https://www.encodeproject.org/files/ENCFF612AHB/@@download/ENCFF612AHB.bam
HepG2	ENCFF878RGP	https://www.encodeproject.org/files/ENCFF878RGP/@@download/ENCFF878RGP.bam
middle frontal area 46	ENCFF532MBH	https://www.encodeproject.org/files/ENCFF532MBH/@@download/ENCFF532MBH.bam
head of caudate nucleus	ENCFF984VMK	https://www.encodeproject.org/files/ENCFF984VMK/@@download/ENCFF984VMK.bam
head of caudate nucleus	ENCFF820MGG	https://www.encodeproject.org/files/ENCFF820MGG/@@download/ENCFF820MGG.bam
brain	ENCFF197JYS	https://www.encodeproject.org/files/ENCFF197JYS/@@download/ENCFF197JYS.bam
middle frontal area 46	ENCFF042TOL	https://www.encodeproject.org/files/ENCFF042TOL/@@download/ENCFF042TOL.bam
head of caudate nucleus	ENCFF312AFJ	https://www.encodeproject.org/files/ENCFF312AFJ/@@download/ENCFF312AFJ.bam
middle frontal area 46	ENCFF236IUX	https://www.encodeproject.org/files/ENCFF236IUX/@@download/ENCFF236IUX.bam
head of caudate nucleus	ENCFF573DDB	https://www.encodeproject.org/files/ENCFF573DDB/@@download/ENCFF573DDB.bam
head of caudate nucleus	ENCFF736NVT	https://www.encodeproject.org/files/ENCFF736NVT/@@download/ENCFF736NVT.bam
head of caudate nucleus	ENCFF785PRK	https://www.encodeproject.org/files/ENCFF785PRK/@@download/ENCFF785PRK.bam
fibroblast of upper back skin	ENCFF413DAA	https://www.encodeproject.org/files/ENCFF413DAA/@@download/ENCFF413DAA.bam
head of caudate nucleus	ENCFF458CDK	https://www.encodeproject.org/files/ENCFF458CDK/@@download/ENCFF458CDK.bam
head of caudate nucleus	ENCFF073CQA	https://www.encodeproject.org/files/ENCFF073CQA/@@download/ENCFF073CQA.bam
head of caudate nucleus	ENCFF897NQV	https://www.encodeproject.org/files/ENCFF897NQV/@@download/ENCFF897NQV.bam
middle frontal area 46	ENCFF659RLK	https://www.encodeproject.org/files/ENCFF659RLK/@@download/ENCFF659RLK.bam
lung	ENCFF296BZD	https://www.encodeproject.org/files/ENCFF296BZD/@@download/ENCFF296BZD.bam
right lung	ENCFF502ZYO	https://www.encodeproject.org/files/ENCFF502ZYO/@@download/ENCFF502ZYO.bam
posterior cingulate gyrus	ENCFF115NXN	https://www.encodeproject.org/files/ENCFF115NXN/@@download/ENCFF115NXN.bam
AG08395	ENCFF296IFK	https://www.encodeproject.org/files/ENCFF296IFK/@@download/ENCFF296IFK.bam
RWPE1	ENCFF407NBI	https://www.encodeproject.org/files/ENCFF407NBI/@@download/ENCFF407NBI.bam
germinal center	ENCFF312VPD	https://www.encodeproject.org/files/ENCFF312VPD/@@download/ENCFF312VPD.bam
skeletal muscle cell	ENCFF724SPV	https://www.encodeproject.org/files/ENCFF724SPV/@@download/ENCFF724SPV.bam
GM03348	ENCFF969RTD	https://www.encodeproject.org/files/ENCFF969RTD/@@download/ENCFF969RTD.bam
posterior cingulate gyrus	ENCFF688AWH	https://www.encodeproject.org/files/ENCFF688AWH/@@download/ENCFF688AWH.bam
brain	ENCFF888DUC	https://www.encodeproject.org/files/ENCFF888DUC/@@download/ENCFF888DUC.bam
posterior cingulate gyrus	ENCFF664PUK	https://www.encodeproject.org/files/ENCFF664PUK/@@download/ENCFF664PUK.bam
head of caudate nucleus	ENCFF094RAB	https://www.encodeproject.org/files/ENCFF094RAB/@@download/ENCFF094RAB.bam
posterior cingulate gyrus	ENCFF412NHJ	https://www.encodeproject.org/files/ENCFF412NHJ/@@download/ENCFF412NHJ.bam
head of caudate nucleus	ENCFF032YAF	https://www.encodeproject.org/files/ENCFF032YAF/@@download/ENCFF032YAF.bam
middle frontal area 46	ENCFF216FNC	https://www.encodeproject.org/files/ENCFF216FNC/@@download/ENCFF216FNC.bam
posterior cingulate gyrus	ENCFF241BEL	https://www.encodeproject.org/files/ENCFF241BEL/@@download/ENCFF241BEL.bam
middle frontal area 46	ENCFF783FER	https://www.encodeproject.org/files/ENCFF783FER/@@download/ENCFF783FER.bam
middle frontal area 46	ENCFF631QEH	https://www.encodeproject.org/files/ENCFF631QEH/@@download/ENCFF631QEH.bam
trophoblast cell	ENCFF235GOT	https://www.encodeproject.org/files/ENCFF235GOT/@@download/ENCFF235GOT.bam
CD4-positive, alpha-beta T cell	ENCFF914SYR	https://www.encodeproject.org/files/ENCFF914SYR/@@download/ENCFF914SYR.bam
H9	ENCFF501ROB	https://www.encodeproject.org/files/ENCFF501ROB/@@download/ENCFF501ROB.bam
CD4-positive, alpha-beta T cell	ENCFF125FAL	https://www.encodeproject.org/files/ENCFF125FAL/@@download/ENCFF125FAL.bam
head of caudate nucleus	ENCFF617CKL	https://www.encodeproject.org/files/ENCFF617CKL/@@download/ENCFF617CKL.bam
CD8-positive, alpha-beta T cell	ENCFF487NBW	https://www.encodeproject.org/files/ENCFF487NBW/@@download/ENCFF487NBW.bam
aorta	ENCFF433CIP	https://www.encodeproject.org/files/ENCFF433CIP/@@download/ENCFF433CIP.bam
activated CD4-positive, alpha-beta T cell	ENCFF466QGT	https://www.encodeproject.org/files/ENCFF466QGT/@@download/ENCFF466QGT.bam
effector memory CD4-positive, alpha-beta T cell	ENCFF176ZQP	https://www.encodeproject.org/files/ENCFF176ZQP/@@download/ENCFF176ZQP.bam
regulatory T cell	ENCFF343BST	https://www.encodeproject.org/files/ENCFF343BST/@@download/ENCFF343BST.bam
T-cell	ENCFF108CAQ	https://www.encodeproject.org/files/ENCFF108CAQ/@@download/ENCFF108CAQ.bam
upper lobe of right lung	ENCFF622KRL	https://www.encodeproject.org/files/ENCFF622KRL/@@download/ENCFF622KRL.bam
T-cell	ENCFF028LEA	https://www.encodeproject.org/files/ENCFF028LEA/@@download/ENCFF028LEA.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF384ZNT	https://www.encodeproject.org/files/ENCFF384ZNT/@@download/ENCFF384ZNT.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF463BYO	https://www.encodeproject.org/files/ENCFF463BYO/@@download/ENCFF463BYO.bam
CD8-positive, alpha-beta memory T cell	ENCFF637KVB	https://www.encodeproject.org/files/ENCFF637KVB/@@download/ENCFF637KVB.bam
CD4-positive naive resting alpha-beta T cell	ENCFF817YSD	https://www.encodeproject.org/files/ENCFF817YSD/@@download/ENCFF817YSD.bam
activated CD4-positive, alpha-beta T cell	ENCFF189YCV	https://www.encodeproject.org/files/ENCFF189YCV/@@download/ENCFF189YCV.bam
ovary	ENCFF371YWN	https://www.encodeproject.org/files/ENCFF371YWN/@@download/ENCFF371YWN.bam
neural crest cell	ENCFF429ANI	https://www.encodeproject.org/files/ENCFF429ANI/@@download/ENCFF429ANI.bam
T-cell	ENCFF231UUD	https://www.encodeproject.org/files/ENCFF231UUD/@@download/ENCFF231UUD.bam
T-cell	ENCFF844OAF	https://www.encodeproject.org/files/ENCFF844OAF/@@download/ENCFF844OAF.bam
T-cell	ENCFF431ESH	https://www.encodeproject.org/files/ENCFF431ESH/@@download/ENCFF431ESH.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF014DOR	https://www.encodeproject.org/files/ENCFF014DOR/@@download/ENCFF014DOR.bam
activated T-cell	ENCFF013IDX	https://www.encodeproject.org/files/ENCFF013IDX/@@download/ENCFF013IDX.bam
CD8-positive, alpha-beta T cell	ENCFF484NYI	https://www.encodeproject.org/files/ENCFF484NYI/@@download/ENCFF484NYI.bam
T-cell	ENCFF664QRT	https://www.encodeproject.org/files/ENCFF664QRT/@@download/ENCFF664QRT.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF020XTK	https://www.encodeproject.org/files/ENCFF020XTK/@@download/ENCFF020XTK.bam
common myeloid progenitor, CD34-positive	ENCFF971TCE	https://www.encodeproject.org/files/ENCFF971TCE/@@download/ENCFF971TCE.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF768HOO	https://www.encodeproject.org/files/ENCFF768HOO/@@download/ENCFF768HOO.bam
activated CD4-positive, alpha-beta T cell	ENCFF183CNP	https://www.encodeproject.org/files/ENCFF183CNP/@@download/ENCFF183CNP.bam
kidney	ENCFF595HKX	https://www.encodeproject.org/files/ENCFF595HKX/@@download/ENCFF595HKX.bam
activated CD8-positive, alpha-beta memory T cell	ENCFF195NNP	https://www.encodeproject.org/files/ENCFF195NNP/@@download/ENCFF195NNP.bam
suppressor macrophage	ENCFF706ZCG,ENCFF525LCW,ENCFF032UAB	https://www.encodeproject.org/files/ENCFF706ZCG/@@download/ENCFF706ZCG.bam
suppressor macrophage	ENCFF706ZCG,ENCFF525LCW,ENCFF032UAB	https://www.encodeproject.org/files/ENCFF525LCW/@@download/ENCFF525LCW.bam
