numerical_id	unique_id	treatment_id	File accession_Accessibility	File format	File type	Output type	File assembly	Experiment accession_Accessibility	Assay_Accessibility	Donor(s)_Accessibility	Biosample term id_Accessibility	Biosample term name	Biosample type_Accessibility	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Library made from_Accessibility	Experiment date released_Accessibility	Project_Accessibility	Library fragmentation method_Accessibility	Biological replicate(s)_Accessibility	Technical replicate(s)_Accessibility	Mapped read length_Accessibility	Run type_Accessibility	Derived from_Accessibility	Size_Accessibility	Lab	md5sum_Accessibility	File download URL_Accessibility	File Status_Accessibility	s3_uri_Accessibility	File analysis title_Accessibility	File analysis status_Accessibility	Audit WARNING_Accessibility	Audit NOT_COMPLIANT_Accessibility	Audit ERROR_Accessibility	Biosample summary_Accessibility	Biosample stage_Accessibility	Biosample age_Accessibility	File accession_H3K27ac	Experiment accession_H3K27ac	Assay_H3K27ac	Donor(s)_H3K27ac	Biosample term id_H3K27ac	Biosample type_H3K27ac	Experiment target_H3K27ac	Library made from_H3K27ac	Library crosslinking method_H3K27ac	Experiment date released_H3K27ac	Project_H3K27ac	Library fragmentation method_H3K27ac	Library size range_H3K27ac	Biological replicate(s)_H3K27ac	Technical replicate(s)_H3K27ac	Mapped read length_H3K27ac	Run type_H3K27ac	Derived from_H3K27ac	Size_H3K27ac	md5sum_H3K27ac	File download URL_H3K27ac	File Status_H3K27ac	s3_uri_H3K27ac	File analysis title_H3K27ac	File analysis status_H3K27ac	Audit WARNING_H3K27ac	Audit NOT_COMPLIANT_H3K27ac	Biosample summary_H3K27ac	Biosample stage_H3K27ac	Biosample age_H3K27ac	File accession_H3K27ac bam	File accession_Accessibility bam
ID_1239	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(83_years)_83_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF575QTB	ENCSR438KQU	Histone ChIP-seq	/human-donors/ENCDO448ZXP/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF564OWD/, /files/ENCFF607LIL/, /files/ENCFF746VSZ/, /files/ENCFF319DCF/, /files/ENCFF867IVN/, /files/ENCFF345SBO/, /files/ENCFF110MCL/, /files/ENCFF990EEC/, /files/ENCFF257IZX/	2055460740	6517ccb2c6a925dddb8504fcae2827dc	https://www.encodeproject.org/files/ENCFF575QTB/@@download/ENCFF575QTB.bam	released	s3://encode-public/2021/06/23/8b5c3db2-1627-49c1-b881-02de66a83062/ENCFF575QTB.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(83_years)	adult	83 years	ENCFF575QTB	ENCFF014VVM
ID_1240	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF244QQL	ENCSR668DIS	Histone ChIP-seq	/human-donors/ENCDO153NUY/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF884CRK/, /files/ENCFF092HIM/, /files/ENCFF459KJU/, /files/ENCFF956JSX/, /files/ENCFF677TZW/, /files/ENCFF110MCL/, /files/ENCFF451JJE/, /files/ENCFF801GPS/, /files/ENCFF394ZPT/	1799366573	8d4e6cf53cdd996d8f21113b2b565a12	https://www.encodeproject.org/files/ENCFF244QQL/@@download/ENCFF244QQL.bam	released	s3://encode-public/2021/04/10/7ed01b6e-890f-481c-b138-4ff65557cfa1/ENCFF244QQL.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment	adult	90 or above years	ENCFF244QQL	ENCFF014VVM
ID_1241	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_male_adult_(89_years)_with_mild_cognitive_impairment_89_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF761IWV	ENCSR200JVJ	Histone ChIP-seq	/human-donors/ENCDO697SWU/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF331VFI/, /files/ENCFF089DAK/, /files/ENCFF625WKJ/, /files/ENCFF531ZQY/, /files/ENCFF201WFI/, /files/ENCFF110MCL/, /files/ENCFF767UQP/, /files/ENCFF923BFU/, /files/ENCFF533JVX/	2574394779	f7a6901d31ab88b6d9cfa7a7a7824cec	https://www.encodeproject.org/files/ENCFF761IWV/@@download/ENCFF761IWV.bam	released	s3://encode-public/2021/04/10/d4bc0eae-62a8-4dbe-bd6b-b6b900a2ceb3/ENCFF761IWV.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_male_adult_(89_years)_with_mild_cognitive_impairment	adult	89 years	ENCFF761IWV	ENCFF014VVM
ID_1242	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(78_years)_78_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF105QXX	ENCSR461GYN	Histone ChIP-seq	/human-donors/ENCDO236YSH/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF510DWR/, /files/ENCFF129FUH/, /files/ENCFF261QTA/, /files/ENCFF389MOB/, /files/ENCFF323IAD/, /files/ENCFF110MCL/, /files/ENCFF235FGT/, /files/ENCFF275GQH/, /files/ENCFF028YAJ/	3027984683	c1280e1476dfefc91b32f71dca59e4d2	https://www.encodeproject.org/files/ENCFF105QXX/@@download/ENCFF105QXX.bam	released	s3://encode-public/2021/04/10/1a701357-47c0-4c74-8340-fd13dcb635f6/ENCFF105QXX.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(78_years)	adult	78 years	ENCFF105QXX	ENCFF014VVM
ID_1243	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF072THO	ENCSR233RWF	Histone ChIP-seq	/human-donors/ENCDO359XWR/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF190OGW/, /files/ENCFF110MCL/, /files/ENCFF367ROL/, /files/ENCFF292TQV/, /files/ENCFF378LRP/, /files/ENCFF075CGR/, /files/ENCFF141FSW/, /files/ENCFF563VDT/, /files/ENCFF292PKW/	2366087790	a2fdda1467c8b0768b8e08a1e3f8a51a	https://www.encodeproject.org/files/ENCFF072THO/@@download/ENCFF072THO.bam	released	s3://encode-public/2021/04/10/629256be-35bc-4906-8f05-6833aea5e594/ENCFF072THO.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Cognitive_impairment	adult	90 or above years	ENCFF072THO	ENCFF014VVM
ID_1244	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(84_years)_84_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF410HNA	ENCSR011BHU	Histone ChIP-seq	/human-donors/ENCDO461DJY/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF720DBB/, /files/ENCFF709HFN/, /files/ENCFF811KDP/, /files/ENCFF246RRM/, /files/ENCFF214QFH/, /files/ENCFF880ALS/, /files/ENCFF361XKJ/, /files/ENCFF335MFE/, /files/ENCFF110MCL/	2129059988	0249b583789045194f88bda39842a7c9	https://www.encodeproject.org/files/ENCFF410HNA/@@download/ENCFF410HNA.bam	released	s3://encode-public/2021/04/10/d9504dbd-33b1-4d18-ade8-b8b9762b4b7b/ENCFF410HNA.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(84_years)	adult	84 years	ENCFF410HNA	ENCFF014VVM
ID_1245	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment_90_or_above_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF796DQP	ENCSR207FYD	Histone ChIP-seq	/human-donors/ENCDO033BMB/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF475EST/, /files/ENCFF543APQ/, /files/ENCFF316EAG/, /files/ENCFF949DVR/, /files/ENCFF110MCL/, /files/ENCFF892CUT/, /files/ENCFF068RXL/, /files/ENCFF091MNM/, /files/ENCFF278YTC/	2059510974	1b73fb3ce9b8116938e627567f4a9153	https://www.encodeproject.org/files/ENCFF796DQP/@@download/ENCFF796DQP.bam	released	s3://encode-public/2021/06/23/8cc9d2dc-fb0a-4795-ae3e-878dfcfe0478/ENCFF796DQP.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_mild_cognitive_impairment	adult	90 or above years	ENCFF796DQP	ENCFF014VVM
ID_1246	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(87_years)_with_mild_cognitive_impairment_87_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF631NPO	ENCSR807TBS	Histone ChIP-seq	/human-donors/ENCDO354SJE/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF922JEM/, /files/ENCFF869DHH/, /files/ENCFF110MCL/, /files/ENCFF865HGJ/, /files/ENCFF521JII/, /files/ENCFF772FIS/, /files/ENCFF463WBZ/, /files/ENCFF534BQA/, /files/ENCFF560XSN/	2028163812	751961a9b504f6794de492da12b6829e	https://www.encodeproject.org/files/ENCFF631NPO/@@download/ENCFF631NPO.bam	released	s3://encode-public/2021/04/10/71d9e894-ec59-4eee-8904-1b3352291477/ENCFF631NPO.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(87_years)_with_mild_cognitive_impairment	adult	87 years	ENCFF631NPO	ENCFF014VVM
ID_1247	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(88_years)_88_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF918FSP	ENCSR344PHP	Histone ChIP-seq	/human-donors/ENCDO669IVL/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF008HVN/, /files/ENCFF164PYC/, /files/ENCFF882CQR/, /files/ENCFF676TWB/, /files/ENCFF545OQB/, /files/ENCFF470ROY/, /files/ENCFF505RUC/, /files/ENCFF903IXW/	3924509555	d0a8871a4e280d10981ac8e9c8522ba3	https://www.encodeproject.org/files/ENCFF918FSP/@@download/ENCFF918FSP.bam	released	s3://encode-public/2021/04/10/aaf465d2-74b3-48ab-8e16-b0b25591b273/ENCFF918FSP.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(88_years)	adult	88 years	ENCFF918FSP	ENCFF014VVM
ID_1248	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(87_years)_87_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF452ZUU	ENCSR597RXN	Histone ChIP-seq	/human-donors/ENCDO423GGP/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF750UUN/, /files/ENCFF636NDQ/, /files/ENCFF246KCJ/, /files/ENCFF002QXP/, /files/ENCFF501CPG/, /files/ENCFF882LDN/, /files/ENCFF110MCL/, /files/ENCFF083MEO/, /files/ENCFF308JUI/	2357101500	9093a8b94d71de06c613860e52658ea0	https://www.encodeproject.org/files/ENCFF452ZUU/@@download/ENCFF452ZUU.bam	released	s3://encode-public/2021/06/23/e89baf73-2078-4049-845d-e6fdcbf00f8c/ENCFF452ZUU.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(87_years)	adult	87 years	ENCFF452ZUU	ENCFF014VVM
ID_1249	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_male_adult_(71_years)_71_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF484FUP	ENCSR495HIT	Histone ChIP-seq	/human-donors/ENCDO570AKP/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF350IXL/, /files/ENCFF861YZF/, /files/ENCFF249HXQ/, /files/ENCFF173GKZ/, /files/ENCFF241QYB/, /files/ENCFF082MCM/, /files/ENCFF110MCL/, /files/ENCFF060LUF/, /files/ENCFF840XPF/	2165503669	a424590299be2137f4ca583c4c55da59	https://www.encodeproject.org/files/ENCFF484FUP/@@download/ENCFF484FUP.bam	released	s3://encode-public/2021/04/10/4669d4b1-f6c4-42cf-9ae6-eefea81477bc/ENCFF484FUP.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_male_adult_(71_years)	adult	71 years	ENCFF484FUP	ENCFF014VVM
ID_1250	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(87_years)_with_Alzheimer's_disease,_Cognitive_impairment_87_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF672JEP	ENCSR889TEU	Histone ChIP-seq	/human-donors/ENCDO940VNT/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF373NBV/, /files/ENCFF110MCL/, /files/ENCFF267FMN/, /files/ENCFF805OUA/, /files/ENCFF965HXP/, /files/ENCFF983VWH/, /files/ENCFF376IYD/, /files/ENCFF684PNA/, /files/ENCFF229MTF/	8478474483	40bcb45c54b8596057290056d51eefeb	https://www.encodeproject.org/files/ENCFF672JEP/@@download/ENCFF672JEP.bam	released	s3://encode-public/2021/04/28/6b4f5219-5345-4696-a625-fc438aa9ed3e/ENCFF672JEP.bam	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking		middle_frontal_area_46_tissue_female_adult_(87_years)_with_Alzheimer's_disease,_Cognitive_impairment	adult	87 years	ENCFF672JEP	ENCFF014VVM
ID_1251	middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease_90_or_above_years_1_1_middle_frontal_area_46_tissue_female_adult_(86_years)_with_Cognitive_impairment_86_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF014VVM	bam	bam	unfiltered alignments	GRCh38	ENCSR124IMM	DNase-seq	/human-donors/ENCDO201EUI/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF187VZY/, /files/ENCFF884HOA/, /files/ENCFF640UZF/, /files/ENCFF409PCK/, /files/ENCFF794EFX/	10091251124	ENCODE Processing Pipeline	7664c683d0f0d274a82caa77fc3fd8d4	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam	released	s3://encode-public/2020/09/25/2f088578-968b-4215-becd-de7042ea27fb/ENCFF014VVM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			middle_frontal_area_46_tissue_female_adult_(90_or_above_years)_with_Alzheimer's_disease	adult	90 or above years	ENCFF377JWQ	ENCSR786VUJ	Histone ChIP-seq	/human-donors/ENCDO845GYA/	UBERON:0006483	tissue	H3K27ac-human	DNA		2021-05-06	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF519VRM/, /files/ENCFF345RUK/, /files/ENCFF618NHC/, /files/ENCFF110MCL/, /files/ENCFF941NKC/, /files/ENCFF889BDC/, /files/ENCFF420ZGF/, /files/ENCFF395PCG/, /files/ENCFF231CZU/	3244753257	a1341e71acb74fb734b64e718bf94b0a	https://www.encodeproject.org/files/ENCFF377JWQ/@@download/ENCFF377JWQ.bam	released	s3://encode-public/2021/04/10/3fe79dbb-a8ca-4ce8-b029-f979689c8830/ENCFF377JWQ.bam	ENCODE4 v1.8.0 GRCh38	released			middle_frontal_area_46_tissue_female_adult_(86_years)_with_Cognitive_impairment	adult	86 years	ENCFF377JWQ	ENCFF014VVM
